ADDRESS,NEIGHBOURHOOD_NAME,WARD,ZONING,SECTOR,SIZE (m2),TYPOLOGY,KNOWN PLANNING APPLICATIONS,OWNERSHIP_TYPE,GROUPS,LATITUDE,LONGITUDE,LOCATION,Geometry Point
4806 DONSDALE DRIVE NW,Donsdale,5,RF1,West,626.255,Established,NA,PRIVATE,203,53.48620572785,-113.631607205964,"(53.48620572785, -113.631607205964)",POINT (-113.631607205964 53.48620572785)
10252 WADHURST ROAD NW,Westmount,6,RF3,Central,798.26,Mature,NA,PRIVATE,,53.5446158763179,-113.539214426129,"(53.5446158763179, -113.539214426129)",POINT (-113.539214426129 53.5446158763179)
11053 83 AVENUE NW,Garneau,8,RA9,Central,404.67,Central Core,1) Major Development Permit: Job No 136515829-001: To develop an Accessory Parking Lot to St. Johns Institute (11024 82 Ave),PRIVATE,34,53.5188313203426,-113.517590875207,"(53.5188313203426, -113.517590875207)",POINT (-113.517590875207 53.5188313203426)
10455 82 AVENUE NW,Queen Alexandra,8,DC1,Central,404.377,Mature,1) Rezoning: To rezone from DC1 to DC1,PRIVATE,173,53.5177610909328,-113.499789050613,"(53.5177610909328, -113.499789050613)",POINT (-113.499789050613 53.5177610909328)
12444 48 STREET NW,Bergman,7,RF1,Central,287.725,Mature,NA,PRIVATE,,53.5598724326964,-113.41515766993,"(53.5598724326964, -113.41515766993)",POINT (-113.41515766993 53.5598724326964)
10848 92 STREET NW,McCauley,6,DC1,Central,217.418,Central Core,NA,PRIVATE,59,53.5566634650273,-113.480836607763,"(53.5566634650273, -113.480836607763)",POINT (-113.480836607763 53.5566634650273)
11830 77 STREET NW,Eastwood,7,RA9,Central,367.591,Mature,NA,MUNICIPAL,134,53.5712945723209,-113.459963356661,"(53.5712945723209, -113.459963356661)",POINT (-113.459963356661 53.5712945723209)
10613 95 STREET NW,McCauley,6,DC1,Central,373.725,Central Core,1) Rezoning: To rezone from DC1 to RA7,PRIVATE,52,53.5516884222127,-113.481914887799,"(53.5516884222127, -113.481914887799)",POINT (-113.481914887799 53.5516884222127)
331 REEVES WAY NW,Rhatigan Ridge,9,RF1,Southwest,676.86,Established,NA,PRIVATE,,53.4733280258195,-113.589970171801,"(53.4733280258195, -113.589970171801)",POINT (-113.589970171801 53.4733280258195)
10575 KINGSWAY NW,Central McDougall,6,CB2,Central,972.601,Central Core,NA,PRIVATE,,53.5577745855732,-113.501783031984,"(53.5577745855732, -113.501783031984)",POINT (-113.501783031984 53.5577745855732)
11216 86 STREET NW,Parkdale,7,RA7,Central,356.573,Mature,NA,PRIVATE,115,53.5616287700887,-113.473720609422,"(53.5616287700887, -113.473720609422)",POINT (-113.473720609422 53.5616287700887)
10713 95 STREET NW,McCauley,6,RA7,Central,373.933,Central Core,NA,PRIVATE,,53.5534048098499,-113.482867556422,"(53.5534048098499, -113.482867556422)",POINT (-113.482867556422 53.5534048098499)
10211 117 STREET NW,Oliver,6,RF6,Central,404.07,Central Core,NA,PRIVATE,,53.5433659083324,-113.522609581154,"(53.5433659083324, -113.522609581154)",POINT (-113.522609581154 53.5433659083324)
9937 163 STREET NW,Glenwood,1,RF4,Central,379.593,Mature,"1) House Development Permit: Job No 150685682-001: To construct a single detached house with front veranda, rear uncovered deck (3.05m X 5.49m) and a secondary suite development (in the basement)",PRIVATE,,53.5386318824613,-113.60219017635,"(53.5386318824613, -113.60219017635)",POINT (-113.60219017635 53.5386318824613)
10420 GLENORA CRESCENT NW,Glenora,6,RF1,Central,620.294,Mature,NA,PRIVATE,,53.5470020063823,-113.548264076456,"(53.5470020063823, -113.548264076456)",POINT (-113.548264076456 53.5470020063823)
11640 80 STREET NW,Parkdale,7,RA7,Central,551.899,Mature,NA,PRIVATE,,53.5686388978603,-113.46445861228,"(53.5686388978603, -113.46445861228)",POINT (-113.46445861228 53.5686388978603)
11145 97 STREET NW,Alberta Avenue,7,RF3,Central,367.982,Mature,"1) Minor Development Permit: Job No 139161926-001: To construct a Duplex with front veranda, partial walkout basement, basement development (not to be used as a Secondary Suite) 2) Minor Development Permit: Job No 143912279-001: To construct a Duplex House with front veranda.",PRIVATE,,53.5603322442219,-113.491201998559,"(53.5603322442219, -113.491201998559)",POINT (-113.491201998559 53.5603322442219)
10216 95 STREET NW,Boyle Street,6,DC1,Central,306.776,Central Core,NA,PRIVATE,20,53.5456250072493,-113.479409422665,"(53.5456250072493, -113.479409422665)",POINT (-113.479409422665 53.5456250072493)
9838 100 STREET NW,Rossdale,6,DC1,Central,309.347,Central Core,"1) Rezoning: To rezone from DC1 to DC1, AP, A",PRIVATE,73,53.5368174501623,-113.491483036405,"(53.5368174501623, -113.491483036405)",POINT (-113.491483036405 53.5368174501623)
4514 DONSDALE DRIVE NW,Donsdale,5,RF1,West,719.656,Established,NA,PRIVATE,204,53.4835404276165,-113.633720667178,"(53.4835404276165, -113.633720667178)",POINT (-113.633720667178 53.4835404276165)
10767 95 STREET NW,McCauley,6,DC2,Central,375.84,Central Core,NA,PRIVATE,49,53.554650110668,-113.483558719651,"(53.554650110668, -113.483558719651)",POINT (-113.483558719651 53.554650110668)
9601 105 STREET NW,Rossdale,6,DC1,Central,273.628,Central Core,NA,MUNICIPAL,80,53.5329252852044,-113.499939756784,"(53.5329252852044, -113.499939756784)",POINT (-113.499939756784 53.5329252852044)
9131 118 AVENUE NW,Alberta Avenue,7,CB2,Central,306.445,Mature,NA,PRIVATE,112,53.5701653988415,-113.48220355557,"(53.5701653988415, -113.48220355557)",POINT (-113.48220355557 53.5701653988415)
10266 92 STREET NW,Boyle Street,6,DC1,Central,204.133,Central Core,NA,PRIVATE,6,53.5477122576344,-113.475034025616,"(53.5477122576344, -113.475034025616)",POINT (-113.475034025616 53.5477122576344)
11275 79 STREET NW,Cromdale,7,AP,Central,458.003,Mature,NA,PRIVATE,122,53.5626055860022,-113.462023312041,"(53.5626055860022, -113.462023312041)",POINT (-113.462023312041 53.5626055860022)
11703 51 AVENUE NW,Malmo Plains,10,DC2,Central,24795.681,Mature,1) Rezoning: To rezone from DC2 to DC2,PRIVATE,,53.4873993906932,-113.535361723312,"(53.4873993906932, -113.535361723312)",POINT (-113.535361723312 53.4873993906932)
11314 88 STREET NW,Parkdale,7,RF3,Central,401.256,Mature,1) Minor Development Permit: Job No 142362620-001: To demolish a Single Detached House and to Demolish an Accessory Building (Detached Garage),PRIVATE,,53.5632586548562,-113.477092552127,"(53.5632586548562, -113.477092552127)",POINT (-113.477092552127 53.5632586548562)
12304 49 STREET NW,Bergman,7,RF1,Central,287.659,Mature,NA,PRIVATE,139,53.5786743977188,-113.417280009215,"(53.5786743977188, -113.417280009215)",POINT (-113.417280009215 53.5786743977188)
10455 82 AVENUE NW,Queen Alexandra,8,DC1,Central,404.367,Mature,1) Rezoning: To rezone from DC1 to DC1,PRIVATE,173,53.5177610909328,-113.499789050613,"(53.5177610909328, -113.499789050613)",POINT (-113.499789050613 53.5177610909328)
11336 79 STREET NW,Edmonton Northlands,7,RA7,Central,368.167,Mature,NA,PRIVATE,126,53.5637814189208,-113.462950643791,"(53.5637814189208, -113.462950643791)",POINT (-113.462950643791 53.5637814189208)
8907 97 STREET NW,Strathcona,8,RF2,Central,362.615,Central Core,NA,PRIVATE,,53.5247646456801,-113.478996268123,"(53.5247646456801, -113.478996268123)",POINT (-113.478996268123 53.5247646456801)
15932 100 AVENUE NW,Glenwood,1,RF1,Central,505.764,Mature,1) Rezoning: To rezone from RF1 to RF3,PRIVATE,,53.5395591366521,-113.596866200573,"(53.5395591366521, -113.596866200573)",POINT (-113.596866200573 53.5395591366521)
10820 98 STREET NW,McCauley,6,DC1,Central,279.031,Central Core,NA,PRIVATE,45,53.5536022693967,-113.491910988785,"(53.5536022693967, -113.491910988785)",POINT (-113.491910988785 53.5536022693967)
8515 81 AVENUE NW,King Edward Park,11,RF3,Central,508.014,Mature,NA,PRIVATE,,53.516766311279,-113.459160326485,"(53.516766311279, -113.459160326485)",POINT (-113.459160326485 53.516766311279)
11324 95A STREET NW,Alberta Avenue,7,RF3,Central,367.871,Mature,NA,PRIVATE,104,53.5633940927144,-113.489091556712,"(53.5633940927144, -113.489091556712)",POINT (-113.489091556712 53.5633940927144)
11205 84 STREET NW,Parkdale,7,RA9,Central,341.595,Mature,NA,PRIVATE,,53.5613394464696,-113.469886271323,"(53.5613394464696, -113.469886271323)",POINT (-113.469886271323 53.5613394464696)
10158 155 STREET NW,Canora,1,CB1,Central,687.355,Mature,NA,PRIVATE,162,53.5430109784111,-113.589054949732,"(53.5430109784111, -113.589054949732)",POINT (-113.589054949732 53.5430109784111)
12633 127 STREET NW,Calder,2,IM,Central,1212.574,Mature,NA,PRIVATE,,53.5841922370764,-113.540561901546,"(53.5841922370764, -113.540561901546)",POINT (-113.540561901546 53.5841922370764)
10315 95 STREET NW,Boyle Street,6,DC1,Central,373.69,Central Core,NA,PRIVATE,11,53.5474812202393,-113.479580616856,"(53.5474812202393, -113.479580616856)",POINT (-113.479580616856 53.5474812202393)
11042 124 STREET NW,Westmount,6,CB1,Central,668.458,Mature,NA,PRIVATE,99,53.5586557939512,-113.536426933896,"(53.5586557939512, -113.536426933896)",POINT (-113.536426933896 53.5586557939512)
11129 106 STREET NW,Spruce Avenue,2,RF3,Central,540.701,Mature,NA,MUNICIPAL,,53.5598381857998,-113.502310823424,"(53.5598381857998, -113.502310823424)",POINT (-113.502310823424 53.5598381857998)
10538 96 STREET NW,McCauley,6,RA8,Central,307.917,Central Core,NA,PRIVATE,,53.5499441257449,-113.485483787374,"(53.5499441257449, -113.485483787374)",POINT (-113.485483787374 53.5499441257449)
14716 125 STREET NW,Baranow,2,RA7,North,8063.714,Established,NA,PRIVATE,197,53.6092889653048,-113.539424799799,"(53.6092889653048, -113.539424799799)",POINT (-113.539424799799 53.6092889653048)
9612 109 AVENUE NW,McCauley,6,DC1,Central,374.402,Central Core,NA,PRIVATE,60,53.556080687428,-113.488850603613,"(53.556080687428, -113.488850603613)",POINT (-113.488850603613 53.556080687428)
9733 111 STREET NW,Oliver,6,DC1,Central,697.824,Central Core,1) Rezoning: To rezone from DC1 to DC1,PRIVATE,,53.5352817508694,-113.511584477196,"(53.5352817508694, -113.511584477196)",POINT (-113.511584477196 53.5352817508694)
9531 105 AVENUE NW,McCauley,6,PU,Central,622.216,Central Core,NA,PRIVATE,,53.5497286018619,-113.483379601334,"(53.5497286018619, -113.483379601334)",POINT (-113.483379601334 53.5497286018619)
10103 81 AVENUE NW,Ritchie,11,DC1,Central,1211.81,Mature,1) Minor Development Permit: Job No 122329233-007: To demolish an existing commercial building 2) Major Development Permit: Job No 139010160-001: To make an amendment to an existing Apartment House and approved parking configuration for parkade ( reconfigure parking under parkade ramp) 3) Major Development Permit: Job No 122329233-009: To construct interior alterations to an approved Apartment House (remove 6 underground parking spaces).,PRIVATE,,53.5167980439157,-113.491676119711,"(53.5167980439157, -113.491676119711)",POINT (-113.491676119711 53.5167980439157)
8624 175 STREET NW,Thorncliff,5,RF1,West,849.176,Established,NA,PRIVATE,202,53.5200968863982,-113.624360781885,"(53.5200968863982, -113.624360781885)",POINT (-113.624360781885 53.5200968863982)
10127 95 STREET NW,Boyle Street,6,DC1,Central,320.423,Central Core,NA,PRIVATE,17,53.5440681075484,-113.47773365161,"(53.5440681075484, -113.47773365161)",POINT (-113.47773365161 53.5440681075484)
8921 121 AVENUE NW,Alberta Avenue,7,RF3,Central,422.64,Mature,1) Accessory Building Development Permit: Job No 140298100-003: To construct an Accessory Building (Detached Garage) 2) Minor Development Permit: Job No 140298100-001: To construct a Semi-Detached House with verandas,PRIVATE,,53.5749785328204,-113.479153197901,"(53.5749785328204, -113.479153197901)",POINT (-113.479153197901 53.5749785328204)
787 DRYSDALE RUN NW,Donsdale,5,RF1,West,810.558,Established,NA,PRIVATE,207,53.4822068950569,-113.637750423712,"(53.4822068950569, -113.637750423712)",POINT (-113.637750423712 53.4822068950569)
10455 82 AVENUE NW,Queen Alexandra,8,DC1,Central,404.363,Mature,1) Rezoning: To rezone from DC1 to DC1,PRIVATE,173,53.5177610909328,-113.499789050613,"(53.5177610909328, -113.499789050613)",POINT (-113.499789050613 53.5177610909328)
9407 112 AVENUE NW,Alberta Avenue,7,DC2,Central,119.308,Mature,1) Minor Development Permit: Job No 141369421-001: To demolish the existing Single Detached House (8.70m x 7.48m) and the existing Rear Detached Garage (6.20m x 5.57m),PRIVATE,107,53.5608820526245,-113.486120697845,"(53.5608820526245, -113.486120697845)",POINT (-113.486120697845 53.5608820526245)
12415 JASPER AVENUE NW,Westmount,6,DC2,Central,3258.421,Mature,NA,PRIVATE,,53.5414132610031,-113.537271686266,"(53.5414132610031, -113.537271686266)",POINT (-113.537271686266 53.5414132610031)
10712 95 STREET NW,McCauley,6,RA7,Central,308.323,Central Core,NA,PRIVATE,,53.5532687279767,-113.483645950487,"(53.5532687279767, -113.483645950487)",POINT (-113.483645950487 53.5532687279767)
10757 85 AVENUE NW,Garneau,8,RA7,Central,404.77,Central Core,NA,PRIVATE,,53.520718725096,-113.509113924924,"(53.520718725096, -113.509113924924)",POINT (-113.509113924924 53.520718725096)
9502 102 AVENUE NW,Boyle Street,6,DC1,Central,306.877,Central Core,NA,PRIVATE,20,53.5454747659284,-113.479325901865,"(53.5454747659284, -113.479325901865)",POINT (-113.479325901865 53.5454747659284)
15105 RIO TERRACE DRIVE NW,Rio Terrace,5,RF1,Central,1617.787,Mature,"1) Minor Development Permit: Job No 139850892-001: To demolish the existing Single Detached House (9.27m x 16.80m). 2) House Development Permit: Job No 139855073-001: To construct a single detached house with front and side attached garages, front veranda,rear partially covered deck (7.32m x 11.89m), second floor partially covered balcony (irreg.max 7.32m x 7.32m), 2 roof top decks, fireplace and basement development.",PRIVATE,,53.5058648532574,-113.582022898697,"(53.5058648532574, -113.582022898697)",POINT (-113.582022898697 53.5058648532574)
9406 156 STREET NW,Meadowlark Park,1,RF1,Central,632.505,Mature,NA,PRIVATE,,53.5302759930168,-113.590844899159,"(53.5302759930168, -113.590844899159)",POINT (-113.590844899159 53.5302759930168)
4520 118 AVENUE NW,Beacon Heights,7,CB1,Central,397.573,Mature,NA,PRIVATE,147,53.5706227246719,-113.411959425949,"(53.5706227246719, -113.411959425949)",POINT (-113.411959425949 53.5706227246719)
9203 118 AVENUE NW,Alberta Avenue,7,CB2,Central,288.16,Mature,"1) Major Development Permit: Job No 145390213-001: To construct a mixed Uses building with 3 units of General Retail Stores on the main floor, 3 floors of Apartment Housing (18 Dwellings), and an underground parkade",PRIVATE,,53.5703177275918,-113.483161614308,"(53.5703177275918, -113.483161614308)",POINT (-113.483161614308 53.5703177275918)
9617 106A AVENUE NW,McCauley,6,RF6,Central,374.754,Central Core,NA,PRIVATE,48,53.5512157135684,-113.486668695541,"(53.5512157135684, -113.486668695541)",POINT (-113.486668695541 53.5512157135684)
806 DRYSDALE RUN NW,Donsdale,5,RF1,West,648.63,Established,NA,PRIVATE,205,53.4827094998704,-113.636054523436,"(53.4827094998704, -113.636054523436)",POINT (-113.636054523436 53.4827094998704)
11504 80 STREET NW,Parkdale,7,RA7,Central,767.03,Mature,NA,PRIVATE,114,53.5661431936551,-113.464489007865,"(53.5661431936551, -113.464489007865)",POINT (-113.464489007865 53.5661431936551)
11229 96 STREET NW,Alberta Avenue,7,RF3,Central,367.775,Mature,1) Minor Development Permit: Job No 137339627-001: To demolish a (House) building.,PRIVATE,,53.5619456427962,-113.489719138733,"(53.5619456427962, -113.489719138733)",POINT (-113.489719138733 53.5619456427962)
10421 147 STREET NW,Grovenor,6,RF3,Central,567.589,Mature,1) Minor Development Permit: Job No 147324045-001: To demolish a Single Detached House (7.99m x 7.38m) and to demolish an Accessory Building (3.79m x4.92m),PRIVATE,,53.5471703847197,-113.573832510085,"(53.5471703847197, -113.573832510085)",POINT (-113.573832510085 53.5471703847197)
10575 116 STREET NW,Queen Mary Park,6,DC2,Central,697,Central Core,NA,PRIVATE,66,53.5495055326281,-113.520779613431,"(53.5495055326281, -113.520779613431)",POINT (-113.520779613431 53.5495055326281)
11811 88 STREET NW,Eastwood,7,RF6,Central,764.727,Mature,NA,PRIVATE,,53.5709445846638,-113.475690899395,"(53.5709445846638, -113.475690899395)",POINT (-113.475690899395 53.5709445846638)
10312 96 STREET NW,Boyle Street,6,DC1,Central,307.454,Central Core,NA,PRIVATE,,53.5466431139648,-113.483892093926,"(53.5466431139648, -113.483892093926)",POINT (-113.483892093926 53.5466431139648)
11303 105 AVENUE NW,Queen Mary Park,6,DC1,Central,720.706,Central Core,1) Rezoning: To rezone from DC1 to DC1,PRIVATE,65,53.5479796868424,-113.516464640323,"(53.5479796868424, -113.516464640323)",POINT (-113.516464640323 53.5479796868424)
80 CASTLE KEEP NW,Beaumaris,3,RF1,North,1452.887,Established,NA,PRIVATE,,53.6173871239508,-113.508466706953,"(53.6173871239508, -113.508466706953)",POINT (-113.508466706953 53.6173871239508)
10264 92 STREET NW,Boyle Street,6,DC1,Central,300.872,Central Core,NA,PRIVATE,6,53.5475919037378,-113.475069915892,"(53.5475919037378, -113.475069915892)",POINT (-113.475069915892 53.5475919037378)
9334 105 AVENUE NW,Boyle Street,6,RA7,Central,374.412,Central Core,NA,PRIVATE,21,53.550168885398,-113.479641331214,"(53.550168885398, -113.479641331214)",POINT (-113.479641331214 53.550168885398)
12850 127 STREET NW,Athlone,2,CNC,Central,334.946,Mature,NA,PRIVATE,156,53.587208965932,-113.541657468387,"(53.587208965932, -113.541657468387)",POINT (-113.541657468387 53.587208965932)
11157 106 STREET NW,Spruce Avenue,2,RF3,Central,584.446,Mature,NA,MUNICIPAL,,53.5606594514035,-113.502332576975,"(53.5606594514035, -113.502332576975)",POINT (-113.502332576975 53.5606594514035)
5803 118 AVENUE NW,Highlands,7,CB1,Central,603.62,Mature,NA,PRIVATE,,53.5700971307296,-113.43097123592,"(53.5700971307296, -113.43097123592)",POINT (-113.43097123592 53.5700971307296)
9531 105 AVENUE NW,McCauley,6,PU,Central,622.214,Central Core,NA,PRIVATE,,53.5497286018619,-113.483379601334,"(53.5497286018619, -113.483379601334)",POINT (-113.483379601334 53.5497286018619)
7848 118 AVENUE NW,Eastwood,7,CB2,Central,350.57,Mature,NA,PRIVATE,132,53.5706723978606,-113.462310765495,"(53.5706723978606, -113.462310765495)",POINT (-113.462310765495 53.5706723978606)
4847 115 AVENUE NW,Beverly Heights,7,AP,Central,278.872,Mature,NA,MUNICIPAL,,53.5674223846279,-113.418174736171,"(53.5674223846279, -113.418174736171)",POINT (-113.418174736171 53.5674223846279)
