Genus Name,Species Name,Common Name,species,bio01,bio02,bio03,bio04,bio05,bio06,bio12,bio16,bio17,embergerQ
Eucalyptus,paliformis,Wadbilliga Ash,Eucalyptus paliformis,10.43,10.07,46.88,412.84,21.62,0.14,1006.08,303.64,182.24,165.37
Eucalyptus,paniculata,Gray ironbark,Eucalyptus paniculata,16.78,9.48,47.58,385.34,26.16,6.3,1105.89,376.84,176.77,195.81
Eucalyptus,parramattensis,Calgaroo,Eucalyptus parramattensis,17.21,11.15,49.19,428.4,27.92,5.28,928.16,322.04,148.45,144.46
Eucalyptus,parvula,Kybean gum,Eucalyptus parvula,10.16,11.45,48.26,442.93,22.57,-1.15,907.28,274.38,163.15,135.5
Eucalyptus,pauciflora,Eucalyptus pauciflora,Eucalyptus pauciflora,10.25,10.68,45.98,454.92,22.86,-0.34,990.49,312.06,182.93,153.71
Eucalyptus,pauciflora ssp. niphophila,White Sallee,Eucalyptus pauciflora ssp. niphophila,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,pauciflora ssp. pauciflora,Snow gum,Eucalyptus pauciflora ssp. pauciflora,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,pellita,Large-fruit red mahogany,Eucalyptus pellita,23.67,8.14,56.71,222.09,30.56,16.11,1912.51,1105.47,97.16,455.44
Eucalyptus,perriniana,Spinning gum,Eucalyptus perriniana,8.5,9.55,42.96,462.12,20.86,-1.41,1206.76,379.83,221.19,192.72
Eucalyptus,phenax,Kangaroo Island Mallee,Eucalyptus phenax,16.4,12.83,51.75,445.46,30.3,5.55,379.5,141.59,52.44,54.12
Eucalyptus,phoenicea,Scarlet Gum,Eucalyptus phoenicea,27.2,12.77,58.62,274.79,37.0,15.18,1076.37,712.09,6.2,169.52
Eucalyptus,pilularis,Blackbutt,Eucalyptus pilularis,17.53,9.22,47.71,373.12,26.42,7.14,1306.37,470.74,178.76,235.92
Eucalyptus,piperita,Sydney peppermint,Eucalyptus piperita,15.42,9.55,46.82,401.56,25.32,4.94,1125.28,383.2,189.02,194.41
Eucalyptus,planchoniana,Needlebark Stringybark,Eucalyptus planchoniana,18.74,9.12,47.64,368.17,27.23,8.11,1335.07,497.03,150.97,243.13
Eucalyptus,platypus,Moort,Eucalyptus platypus,16.06,12.16,54.47,389.47,28.43,6.07,403.83,144.49,61.24,62.83
Eucalyptus,polyanthemos,Sliver dollar eucalyptus,Eucalyptus polyanthemos,13.88,11.71,47.29,471.8,27.63,2.84,757.22,238.68,141.07,107.73
Eucalyptus,polyanthemos ssp. polyanthemos,Red box,Eucalyptus polyanthemos ssp. polyanthemos,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,polybractea,Blue-leaved mallee,Eucalyptus polybractea,15.43,12.54,46.67,529.92,30.3,3.4,471.28,145.37,87.97,60.75
Eucalyptus,populnea,Poplar Box,Eucalyptus populnea,18.85,13.64,46.61,588.42,33.52,4.23,502.36,172.92,91.46,59.15
Eucalyptus,porosa,South Aust. Mallee Box,Eucalyptus porosa,16.44,12.43,50.43,455.33,30.23,5.59,404.19,151.13,54.71,57.58
Eucalyptus,prava,Orange Gum,Eucalyptus prava,14.66,12.0,47.38,503.14,27.24,1.94,831.74,302.38,140.64,114.84
Eucalyptus,propinqua,Small-fruited Grey Gum,Eucalyptus propinqua,18.03,10.08,49.13,387.54,27.44,6.94,1287.99,496.41,149.49,218.61
Eucalyptus,pulchella,White peppermint,Eucalyptus pulchella,11.14,9.2,51.17,315.53,20.69,2.73,751.04,220.19,157.79,148.27
Eucalyptus,pulverulenta,Silverleaf mountain gum,Eucalyptus pulverulenta,12.29,12.38,48.4,480.44,25.68,0.11,747.51,245.11,135.1,104.72
Eucalyptus,pumila,Pokolbin Mallee,Eucalyptus pumila,17.33,12.07,50.45,445.22,29.0,5.07,792.42,289.92,118.42,114.39
Eucalyptus,punctata,Grey gum,Eucalyptus punctata,16.14,10.46,47.77,424.75,26.75,4.89,993.47,353.71,156.09,160.95
Eucalyptus,pyriformis,Dowerin Rose,Eucalyptus pyriformis,18.96,13.95,49.64,540.89,34.89,6.77,378.17,183.29,33.98,45.86
Eucalyptus,quadrangulata,White-topped box,Eucalyptus quadrangulata,15.13,9.52,47.36,396.21,24.99,4.9,1255.22,432.91,203.45,220.69
Eucalyptus,quadricostata,Square-fruited ironbark,Eucalyptus quadricostata,22.22,12.29,50.73,431.78,33.35,9.12,624.48,353.53,32.6,87.58
Eucalyptus,racemosa ssp. racemosa,Snappy gum,Eucalyptus racemosa ssp. racemosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,racemosa ssp. rossii,Inland scribbly gum,Eucalyptus racemosa ssp. rossii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,radiata,Narrow-leaved peppermint,Eucalyptus radiata,12.41,10.08,46.24,415.4,24.5,2.71,971.73,312.71,171.27,157.46
Eucalyptus,radiata ssp. radiata,Narrow-leaf peppermint,Eucalyptus radiata ssp. radiata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,raveretiana,Black ironbox,Eucalyptus raveretiana,22.67,11.44,52.07,381.12,32.25,10.32,942.45,500.81,65.0,150.01
Eucalyptus,recurva,Mongarlow Mallee,Eucalyptus recurva,12.96,12.42,49.14,468.79,25.83,0.56,735.91,214.18,150.73,101.89
Eucalyptus,redunca,Black marlock,Eucalyptus redunca,16.79,12.58,53.03,430.84,30.15,6.26,441.01,184.61,52.46,65.26
Eucalyptus,regnans,Mountain Ash,Eucalyptus regnans,10.66,8.41,46.42,344.93,20.83,2.66,1247.94,401.69,213.11,243.29
Eucalyptus,resinifera,Redmahogany,Eucalyptus resinifera,18.0,9.63,48.38,381.13,27.11,7.23,1263.88,474.88,163.93,221.7
Eucalyptus,risdonii,Risdon Peppermint,Eucalyptus risdonii,11.72,9.69,51.28,331.95,21.84,2.95,668.49,194.64,140.13,124.22
Eucalyptus,robusta,Beakpod euclayptus,Eucalyptus robusta,18.22,9.19,47.93,371.0,26.95,7.8,1293.73,456.42,185.88,236.04
Eucalyptus,rodwayi,Swamp Peppermint,Eucalyptus rodwayi,9.39,9.54,50.41,338.45,19.83,0.94,949.93,297.03,174.26,179.86
Eucalyptus,rubida,Candlebark,Eucalyptus rubida,11.42,11.15,46.69,455.62,24.61,0.76,863.08,268.69,161.98,128.77
Eucalyptus,rudderi,Rudder's box,Eucalyptus rudderi,17.65,10.68,50.42,395.78,27.73,6.55,1130.05,421.14,150.91,185.05
Eucalyptus,rudis,Desert gum eucalyptus,Eucalyptus rudis,17.46,12.64,51.88,443.06,31.31,6.9,630.31,328.58,39.34,91.57
Eucalyptus,rugosa,Kingscote Mallee,Eucalyptus rugosa,15.88,9.85,50.35,351.05,26.51,7.12,480.78,207.91,50.04,90.71
Eucalyptus,rummeryi,Steel Box,Eucalyptus rummeryi,17.83,9.57,47.78,383.05,26.86,6.86,1390.46,551.48,141.94,241.56
Eucalyptus,saligna,Sydney blue gum,Eucalyptus saligna,16.23,9.78,47.58,402.01,26.06,5.53,1230.08,460.71,168.47,210.01
Eucalyptus,saligna x botryoides,Eucalyptus saligna,Eucalyptus saligna x botryoides,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,salmonophloia,Salmon gum,Eucalyptus salmonophloia,17.64,13.5,49.13,525.34,32.87,5.33,325.44,129.33,45.49,40.86
Eucalyptus,salubris,Gimlet,Eucalyptus salubris,17.87,13.59,48.36,543.05,33.35,5.19,308.69,120.48,44.87,37.74
Eucalyptus,sargentii,Salt River Gum,Eucalyptus sargentii,17.88,13.79,50.09,523.3,33.36,5.82,342.21,150.55,40.8,42.54
Eucalyptus,saxatilis,Suggan Buggan mallee,Eucalyptus saxatilis,11.94,11.15,46.62,459.2,25.19,1.28,672.81,206.94,140.39,98.49
Eucalyptus,scoparia,Wallangarra white gum,Eucalyptus scoparia,16.43,10.31,47.7,418.59,26.66,5.09,1043.01,368.44,169.9,171.63
Eucalyptus,seeana,Narrow-leaved red gum,Eucalyptus seeana,18.98,10.42,49.73,388.7,28.36,7.43,1239.41,475.54,141.28,205.57
Eucalyptus,serraensis,Grampians Stringybark,Eucalyptus serraensis,11.34,9.8,45.97,399.95,24.0,2.72,936.74,330.31,132.54,155.65
Eucalyptus,sessilis,Finke River Mallee,Eucalyptus sessilis,21.73,14.12,45.5,611.28,36.54,5.55,336.14,142.84,32.44,37.02
Eucalyptus,siderophloia,Ironbark,Eucalyptus siderophloia,18.3,10.2,49.23,389.56,27.76,7.08,1244.88,477.66,147.95,209.83
Eucalyptus,sideroxylon,Mugga ironbark,Eucalyptus sideroxylon,16.2,12.58,46.86,536.61,30.19,3.29,683.31,225.39,124.0,90.39
Eucalyptus,sideroxylon ssp. sideroxylon,Mugga,Eucalyptus sideroxylon ssp. sideroxylon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,sieberi,Silvertop ash,Eucalyptus sieberi,13.36,9.63,47.43,386.81,23.9,3.59,994.18,307.1,189.63,173.36
Eucalyptus,simmondsii,Smithton peppermint,Eucalyptus simmondsii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,smithii,Gully gum,Eucalyptus smithii,13.5,9.82,47.86,389.01,23.99,3.49,971.0,298.18,181.13,167.78
Eucalyptus,socialis,Red mallee,Eucalyptus socialis,17.18,13.52,50.09,505.88,31.94,4.88,333.69,113.14,55.25,43.14
Eucalyptus,spathulata,Narrow-leaved gimlet,Eucalyptus spathulata,16.43,12.76,51.93,449.45,30.31,5.7,378.37,151.3,50.43,53.56
Eucalyptus,squamosa,Scaly bark,Eucalyptus squamosa,16.71,10.1,48.13,402.43,26.51,5.57,1056.95,374.12,169.8,176.77
Eucalyptus,stellulata,Black sally,Eucalyptus stellulata,10.67,11.39,46.1,484.49,23.86,-0.78,943.79,294.67,180.71,136.86
Eucalyptus,stenostoma,Jillaga Ash,Eucalyptus stenostoma,12.83,10.23,48.4,394.55,23.47,2.34,853.94,278.33,136.19,141.89
Eucalyptus,stoatei,Scarlet Pear Gum,Eucalyptus stoatei,16.48,12.12,54.91,381.49,28.57,6.49,402.87,146.73,58.33,62.87
Eucalyptus,stricklandii,Stickland's Gum,Eucalyptus stricklandii,17.71,13.32,48.15,524.82,32.68,4.98,285.73,91.03,51.22,35.58
Eucalyptus,stricta,Blue mountains mallee ash,Eucalyptus stricta,13.3,9.8,46.25,419.93,24.09,2.9,1113.33,375.92,197.35,186.19
Eucalyptus,strzeleckii,Wax-tip,Eucalyptus strzeleckii,13.79,10.8,48.62,385.92,26.25,4.04,991.08,306.79,176.91,155.01
Eucalyptus,sturgissiana,Ettrema Mallee,Eucalyptus sturgissiana,14.61,9.41,47.42,387.58,24.49,4.66,1062.06,325.02,197.16,187.22
Eucalyptus,subcrenulata,Tasmania Alpine YellowGum,Eucalyptus subcrenulata,7.48,8.62,48.93,327.51,17.67,0.06,1674.88,546.02,276.54,340.01
Eucalyptus,tenuiramis,Silver Peppermint,Eucalyptus tenuiramis,11.05,9.23,50.88,318.81,20.78,2.7,758.38,222.38,157.69,151.05
Eucalyptus,tereticornis,Horn cap eucalyptus,Eucalyptus tereticornis,17.41,11.06,49.61,413.36,27.98,5.73,1002.57,375.89,139.15,160.59
Eucalyptus,tereticornis ssp. mediana,Gippsland Red Gum,Eucalyptus tereticornis ssp. mediana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,tetragona,Tallerack,Eucalyptus tetragona,16.08,11.86,55.0,370.86,27.89,6.3,445.77,164.64,62.98,72.29
Eucalyptus,tetrapleura,Square-fruited Iron Bark,Eucalyptus tetrapleura,18.73,9.85,47.9,386.98,27.76,7.22,1197.21,457.38,125.65,201.7
Eucalyptus,tetraptera,Four Wing Mallee,Eucalyptus tetraptera,16.3,11.96,55.5,365.92,28.01,6.44,475.99,173.34,67.39,77.18
Eucalyptus,thozetiana,Thozets Box,Eucalyptus thozetiana,21.61,13.96,48.95,542.56,34.89,6.26,497.71,222.76,54.41,60.75
Eucalyptus,tindaliae,Tindal's Stringybark,Eucalyptus tindaliae,18.7,9.98,49.73,373.36,27.9,7.82,1287.7,561.82,127.93,224.36
Eucalyptus,tintinnans,Ringing Gum,Eucalyptus tintinnans,27.24,12.85,58.79,260.66,37.03,15.17,1131.04,737.39,6.17,174.58
Eucalyptus,todtiana,Prickly Bark,Eucalyptus todtiana,18.99,12.85,50.89,470.37,33.36,8.14,605.18,329.58,34.41,83.3
Eucalyptus,torquata,Coral gum,Eucalyptus torquata,17.66,13.21,48.59,513.82,32.32,5.09,321.36,111.71,52.3,41.33
Eucalyptus,tricarpa,Red ironbark,Eucalyptus tricarpa,14.08,10.7,48.09,412.67,26.33,4.07,738.8,227.83,139.1,119.33
Eucalyptus,triflora,Pigeon House Ash,Eucalyptus triflora,12.96,10.15,47.18,415.83,23.82,2.3,938.03,280.27,178.82,153.73
Eucalyptus,trivalva,Desert Mallee,Eucalyptus trivalva,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,umbra,Broad leaf white mahogany,Eucalyptus umbra,17.55,9.5,47.6,389.5,26.81,6.91,1180.48,421.75,173.85,207.0
Eucalyptus,urnigera,Urn Gum,Eucalyptus urnigera,8.34,8.64,49.09,326.25,18.28,0.69,1144.89,347.83,218.88,234.02
Eucalyptus,urophylla,Timor white gum,Eucalyptus urophylla,21.5,8.99,68.66,132.69,27.89,14.56,1670.7,834.89,75.91,441.41
Eucalyptus,vernicosa,Varnished Gum,Eucalyptus vernicosa,7.92,7.92,47.85,308.25,17.5,0.98,2058.04,655.98,352.8,443.82
Eucalyptus,verrucata,Mt Abrupt stringybark,Eucalyptus verrucata,12.28,10.58,48.37,391.14,25.25,3.4,764.79,263.62,110.18,122.7
Eucalyptus,victoriana,Eucalyptus victoriana,Eucalyptus victoriana,10.8,9.3,45.44,386.57,23.01,2.55,991.13,358.67,130.0,169.89
Eucalyptus,viminalis,Ribbon gum eucalyptus,Eucalyptus viminalis,12.42,10.08,48.53,382.52,23.86,3.05,850.51,278.63,148.23,147.02
Eucalyptus,viminalis ssp. pryoriana,Gippsland manna gum,Eucalyptus viminalis ssp. pryoriana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,viminalis ssp. viminalis,Manna gum,Eucalyptus viminalis ssp. viminalis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,viridis,Green mallee,Eucalyptus viridis,16.3,12.86,47.39,533.79,30.92,3.72,506.97,165.38,91.97,64.59
Eucalyptus,viridis ssp. wimmerensis,Broad-leaved green mallee,Eucalyptus viridis ssp. wimmerensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,websteriana,Websters Mallee,Eucalyptus websteriana,18.23,13.65,48.43,529.12,33.18,4.98,275.72,88.9,50.04,33.68
Eucalyptus,wilcoxii,Deua Gum,Eucalyptus wilcoxii,13.44,10.57,49.39,392.28,24.12,2.72,826.26,264.52,139.3,134.93
Eucalyptus,willisii ssp. willisii,Grampians Peppermint,Eucalyptus willisii ssp. willisii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,woodwardii,Lemon-flowered Gum,Eucalyptus woodwardii,17.26,13.52,49.26,506.68,32.1,4.66,330.15,113.56,53.26,42.84
Eucalyptus,woodwardii x torquata,Torwood Gum,Eucalyptus woodwardii x torquata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,woollsiana,Narrow-leaved grey box,Eucalyptus woollsiana,18.4,13.78,47.87,566.95,32.61,3.83,620.55,223.16,110.54,74.19
Eucalyptus,x mortoniana,Morton eucalyptus,Eucalyptus x mortoniana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,yarraensis,Yarra gum,Eucalyptus yarraensis,12.73,10.31,47.31,396.27,25.47,3.68,759.92,239.65,135.27,122.05
Eucalyptus,youmanii,Yourman's stringybark,Eucalyptus youmanii,14.53,11.81,47.86,484.14,26.72,2.07,857.08,312.95,140.78,122.04
Euclea,racemosa,Sea guarrie,Euclea racemosa,19.34,10.88,60.51,248.27,28.08,9.96,713.29,326.96,59.31,144.54
Eucommia,ulmoides,Hardy rubber tree,Eucommia ulmoides,13.33,9.23,29.02,851.48,29.01,-3.13,1216.76,573.37,113.02,135.64
Eucryphia,cordifolia,Ulmo,Eucryphia cordifolia,10.57,9.48,51.93,321.3,21.03,2.83,1978.57,855.62,242.99,392.15
Eucryphia,glutinosa,Nirrhe,Eucryphia glutinosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucryphia,lucida,Leatherwood,Eucryphia lucida,10.14,7.92,48.75,293.64,19.23,3.01,1713.47,567.56,274.91,371.44
Eucryphia,moorei,Pinkwood,Eucryphia moorei,13.29,9.31,46.77,387.2,23.29,3.42,1085.93,334.99,201.81,193.48
Eucryphia,x nymansensis,Nymansay eucryphia,Eucryphia x nymansensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eugenia,axillaris,White stopper,Eugenia axillaris,24.9,10.15,63.48,214.66,32.6,16.4,1347.93,568.73,131.57,291.08
Eugenia,bahiensis,Eugenia bahiensis,Eugenia bahiensis,23.27,8.74,61.76,182.22,30.2,16.02,1363.73,521.44,198.56,344.06
Eugenia,batingabranca,Eugenia batingabranca,Eugenia batingabranca,21.05,9.85,58.93,223.27,28.96,12.25,1727.85,735.38,176.69,351.38
Eugenia,bellonis,Puerto rico stopper,Eugenia bellonis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eugenia,biflora,Blackrodwood,Eugenia biflora,24.88,9.94,77.29,84.2,31.43,18.4,2044.48,872.4,167.74,562.19
Eugenia,boqueronensis,Sierra de cayey stopper,Eugenia boqueronensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eugenia,borinquensis,Guayabota de sierra,Eugenia borinquensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eugenia,brasiliensis,Brazilian cherry,Eugenia brasiliensis,20.56,9.5,59.03,230.95,28.13,11.99,1597.96,666.86,192.24,351.32
Eugenia,candolleana,Cambui roxo,Eugenia candolleana,23.44,9.13,66.73,158.51,30.22,16.48,1275.58,543.01,135.19,326.94
Eugenia,confusa,Redberry stopper,Eugenia confusa,23.99,9.8,66.73,183.12,30.99,16.12,1699.78,647.17,197.72,395.77
Eugenia,cordata,Lathberry,Eugenia cordata,25.04,8.02,71.87,113.1,30.34,19.23,1610.67,610.89,200.33,492.66
Eugenia,domingensis,Serrette guave,Eugenia domingensis,22.86,10.15,72.25,136.6,29.58,15.55,1622.32,577.63,208.08,401.01
Eugenia,earhartii,Earhart's stopper,Eugenia earhartii,25.62,7.01,68.71,119.19,30.7,20.5,1207.0,444.0,171.0,396.03
Eugenia,eggersii,Guasabara,Eugenia eggersii,21.93,8.46,69.62,131.39,27.65,15.54,1961.47,718.35,255.18,555.93
Eugenia,excelsa,Eugenia excelsa,Eugenia excelsa,22.62,9.15,65.06,173.41,29.51,15.27,1508.74,638.83,168.72,373.92
Eugenia,florida,Spanish stopper,Eugenia florida,23.51,10.49,73.16,123.24,30.46,15.76,1905.75,778.65,197.7,484.62
Eugenia,foetida,Boxleaf stopper,Eugenia foetida,25.19,10.59,64.67,200.17,33.13,16.71,1272.19,521.53,128.62,268.45
Eugenia,glabrata,Smooth rodwood,Eugenia glabrata,23.36,10.33,73.76,125.26,30.0,16.01,1884.89,694.11,229.22,464.33
Eugenia,haematocarpa,Luquillo mountain stopper,Eugenia haematocarpa,24.47,10.44,74.38,132.73,31.1,17.15,2007.5,658.0,282.5,493.72
Eugenia,involucrata,Cerejeira-do-rio-grande,Eugenia involucrata,20.17,11.17,62.08,232.29,28.46,10.33,1508.31,634.62,157.21,287.89
Eugenia,koolauensis,Nioi,Eugenia koolauensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eugenia,laevis,Bayamon stopper,Eugenia laevis,25.76,11.64,70.24,168.83,33.81,17.23,1296.61,540.61,118.3,265.04
Eugenia,ligustrina,Privet stopper,Eugenia ligustrina,22.66,10.18,68.95,160.49,29.65,14.75,1326.71,586.88,123.37,313.07
Eugenia,monticola,Birdcherry,Eugenia monticola,23.56,9.49,75.6,94.6,29.91,17.33,1905.13,786.7,154.75,531.36
Eugenia,neoaustralis,Eugenia neoaustralis,Eugenia neoaustralis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eugenia,padronii,Padron's stopper,Eugenia padronii,23.73,12.09,77.0,129.18,31.14,15.46,1860.71,717.86,214.43,403.9
Eugenia,palumbis,agatelang,Eugenia palumbis,27.63,5.26,73.03,59.83,31.3,24.1,2095.0,933.0,245.0,967.01
Eugenia,pisiformis,Eugenia tinguyensis,Eugenia pisiformis,21.46,9.49,61.37,197.67,28.82,13.34,1388.54,570.45,168.96,310.85
Eugenia,prasina,Eugenia prasina,Eugenia prasina,20.81,9.66,58.73,225.04,28.6,12.11,1604.57,678.31,174.02,333.23
Eugenia,procera,Rockmyrtle,Eugenia procera,24.13,10.22,83.6,68.44,30.31,18.0,1556.62,566.23,209.1,437.79
Eugenia,pruniformis,Eugenia pruniformis,Eugenia pruniformis,21.62,9.73,60.66,206.97,29.26,13.24,1295.47,554.13,140.29,275.27
Eugenia,pseudopsidium,Christmas cherry,Eugenia pseudopsidium,25.61,9.47,77.06,76.19,31.95,19.6,2030.26,824.01,209.48,573.92
Eugenia,punicifolia,Beach cherry,Eugenia punicifolia,22.89,10.57,70.65,138.12,30.13,14.98,1430.15,662.38,102.04,342.6
Eugenia,pyriformis,Perita de Barranquilla,Eugenia pyriformis,20.21,11.2,59.01,287.99,29.17,10.06,1480.9,550.81,211.1,266.55
Eugenia,reinwardtiana,Mountain stopper,Eugenia reinwardtiana,24.37,8.34,55.82,233.45,31.42,16.32,1612.3,978.3,64.89,386.18
Eugenia,repanda,Eugenia repanda,Eugenia repanda,21.74,10.89,59.23,276.95,30.48,11.96,1328.49,496.17,175.04,246.32
Eugenia,rhombea,Red stopper,Eugenia rhombea,24.99,10.72,69.3,152.06,32.66,17.1,1385.96,638.81,102.65,310.32
Eugenia,rostrata,Eugenia rostrata,Eugenia rostrata,22.61,8.81,69.4,141.32,28.86,15.93,1586.74,568.62,244.88,469.29
Eugenia,serrasuela,Serrasuela,Eugenia serrasuela,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eugenia,sessiliflora,Sessileleaf stopper,Eugenia sessiliflora,25.75,10.22,73.98,126.45,32.28,18.64,1285.4,508.6,147.8,335.98
Eugenia,speciosa,Eugenia speciosa,Eugenia speciosa,20.22,10.23,59.19,251.07,28.44,11.05,1575.17,590.12,225.87,317.65
Eugenia,stahlii,Stahl's stopper,Eugenia stahlii,21.67,8.77,70.95,131.82,27.5,15.19,2053.0,764.73,255.55,570.44
Eugenia,stewardsonii,Stewardson's stopper,Eugenia stewardsonii,20.45,8.91,71.57,132.84,26.28,13.84,1964.5,762.88,226.88,538.7
Eugenia,stipitata,Araza,Eugenia stipitata,24.74,9.74,80.37,68.49,30.82,18.54,2526.61,903.58,361.28,735.02
Eugenia,subundulata,Eugenia subundulata,Eugenia subundulata,18.31,10.25,61.28,211.35,26.12,9.39,1497.88,668.38,148.0,306.3
Eugenia,suzukii,Rebotel,Eugenia suzukii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eugenia,umbelliflora,Eugenia umbelliflora,Eugenia umbelliflora,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eugenia,umbrosa,Eugenia umbrosa,Eugenia umbrosa,21.84,8.98,65.31,171.15,28.72,14.8,1385.08,629.25,115.66,353.64
Eugenia,underwoodii,Underwood's stopper,Eugenia underwoodii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eugenia,uniflora,Surinam cherry,Eugenia uniflora,21.26,10.13,59.69,258.9,29.57,12.16,1479.47,592.65,179.68,311.93
Eugenia,woodburyana,Woodbury's stopper,Eugenia woodburyana,25.75,12.03,77.28,129.03,33.16,17.59,1089.67,469.92,104.33,235.42
Euodia,hortensis,Pungent shrub,Euodia hortensis,24.88,7.82,80.37,67.51,29.8,19.99,2837.12,1031.88,448.19,1026.68
Euonymus,alatus v. apterus,Winged burningbush,Euonymus alatus v. apterus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Euonymus,americanus,Bursting-heart,Euonymus americanus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Euonymus,aptera,Corky spindletree,Euonymus aptera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Euonymus,atropurpureus,Eastern wahoo,Euonymus atropurpureus,11.73,11.83,31.23,965.9,30.58,-7.52,976.57,319.07,160.21,91.21
Euonymus,cornutus,Jesters-cap spindleberry,Euonymus cornutus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Euonymus,europaeus,European spindletree,Euonymus europaeus,9.76,8.36,33.9,616.58,23.59,-1.19,797.1,247.54,155.02,114.98
Euonymus,fortunei,Winter creeper,Euonymus fortunei,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Euonymus,hamiltonianus,Hamilton's spindletree,Euonymus hamiltonianus,11.86,8.68,27.82,831.6,27.47,-3.89,1544.07,634.5,169.52,175.07
Euonymus,japonicus,Evergreen euonymus,Euonymus japonicus,12.15,8.16,34.81,595.95,25.01,0.71,1070.72,395.52,160.98,160.32
Euonymus,kiautschovica,Creeping strawberry bush,Euonymus kiautschovica,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Euonymus,latifolius,Large-leaved Spindle,Euonymus latifolius,8.65,8.91,33.78,647.47,23.18,-3.17,1104.77,370.62,208.82,150.18
Euonymus,lucidus,Spindle,Euonymus lucidus,12.98,10.02,46.59,430.59,23.34,1.72,1285.29,610.74,152.16,212.33
Euonymus,maackii,Winterberry,Euonymus maackii,10.68,10.2,27.88,994.97,28.15,-8.78,985.98,508.35,75.3,101.53
Euonymus,occidentalis,Western wahoo,Euonymus occidentalis,11.84,12.57,51.79,462.93,26.1,1.35,1097.33,551.57,42.01,162.17
Euonymus,phellomanus,Corktree,Euonymus phellomanus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Euonymus,wilsonii,Chinese euonymus,Euonymus wilsonii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Euphorbia,abyssinica,Desert candle,Euphorbia abyssinica,21.35,11.94,62.55,269.74,31.54,11.84,596.58,290.61,32.11,120.71
Euphorbia,aphylla,Candelabro,Euphorbia aphylla,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Euphorbia,arnottiana,'akoko,Euphorbia arnottiana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Euphorbia,articulata,Jointed sandmat,Euphorbia articulata,26.0,9.42,73.5,119.49,32.09,19.42,1387.1,525.05,170.15,391.33
Euphorbia,atrococca,Koko,Euphorbia atrococca,16.92,7.58,59.44,168.35,23.04,10.41,1338.71,530.14,136.86,380.62
